Timestamp,T_Supply,T_Return,SP_Return,T_Saturation,T_Outdoor,RH_Supply,RH_Return,RH_Outdoor,Energy,Power
2019-10-17 03:00:00+02:00,18.344999,19.23,18.5,18.959999,15.3,67.709999,55.860001,94,0,0
2019-10-17 03:15:00+02:00,18.275,19.234999,18.5,18.92,15.3,67.93,56,94,0,0
2019-10-17 03:30:00+02:00,18.215,19.145,18.5,18.92,15.3,68.049995,56.27,91,0,0
2019-10-17 03:45:00+02:00,18.164999,19.1,18.5,18.879999,15.3,68.260002,56.48,88,0,0
2019-10-17 04:00:00+02:00,18.164999,19.07,18.5,18.859999,15.3,68.510002,56.669998,88,0,0
2019-10-17 04:15:00+02:00,18.105,19.029999,18.5,18.859999,14.3,68.559998,56.889999,88,0,0
2019-10-17 04:30:00+02:00,18.094999,18.99,18.5,18.82,14.3,68.639999,57.110001,85,0,0
2019-10-17 04:45:00+02:00,18.065001,18.969999,18.5,18.82,14.3,68.790001,57.25,82,0,0
2019-10-17 05:00:00+02:00,18.014999,18.92,18.5,18.799999,14.3,68.989998,57.419998,84.5,0,0
2019-10-17 05:15:00+02:00,17.955,18.865,18.5,18.76,14.3,69.199997,57.579998,87,0,0
2019-10-17 05:30:00+02:00,17.904999,18.834999,18.5,18.74,14.3,69.419998,57.719997,87.5,0,0
2019-10-17 05:45:00+02:00,17.875,18.799999,18.5,18.719999,14.3,69.659996,57.889999,88,0,0
2019-10-17 06:00:00+02:00,17.824999,18.744999,18.5,18.699999,14.3,69.879997,58.16,91,0,0
2019-10-17 06:15:00+02:00,17.805,18.705,18.5,18.68,14.3,70.099998,58.289997,94,0,0
2019-10-17 06:30:00+02:00,17.77,18.68,18.5,18.639999,14.3,70.199997,58.419998,91,0,0
2019-10-17 06:45:00+02:00,17.734999,18.639999,18.5,18.639999,14.3,70.029999,58.509998,88,0,0
2019-10-17 07:00:00+02:00,17.66,18.59,18.5,18.6,14.3,69.900002,58.579998,88,0,0
2019-10-17 07:15:00+02:00,21.605,21.324999,18.5,20.42,14.3,59.48,52.259998,88,5,3
2019-10-17 07:30:00+02:00,21.689999,21.344999,18.5,20.34,14.3,59.139999,52.049999,88,9,2.976
2019-10-17 07:45:00+02:00,21.65,21.344999,18.5,20.26,14.3,59.109997,51.98,88,7,3
2019-10-17 08:00:00+02:00,21.67,21.334999,18.5,20.26,14.3,59,51.93,85,7,2.94
2019-10-17 08:15:00+02:00,19.529999,21.299999,18.5,18.039999,15.3,63.73,51.93,82,7,2.928
2019-10-17 08:30:00+02:00,18.949999,21.205,18.5,17.16,15.3,65,52.029999,85,7,2.94
2019-10-17 08:45:00+02:00,16.889999,21.105,18.5,14.98,15.3,70.369995,52.09,88,8,2.928
2019-10-17 09:00:00+02:00,16.625,20.99,18.5,15.04,15.3,71.040001,52.279999,88,8,2.94
2019-10-17 09:15:00+02:00,15.04,20.885,18.5,13.799999,15.3,75.659996,52.360001,88,7,2.94
2019-10-17 09:30:00+02:00,17.190001,20.795,18.5,15.799999,15.3,69.360001,52.449997,88,7,2.892
2019-10-17 09:45:00+02:00,17.855,20.824999,18.5,16.359999,15.3,67.389999,52.27,88,8,2.952
2019-10-17 10:00:00+02:00,17.904999,20.859999,18.5,16.18,15.3,67.07,52.09,82.5,7,2.904
2019-10-17 10:15:00+02:00,17.994999,20.859999,18.5,16.299999,15.3,66.82,51.98,77,7,2.916
2019-10-17 10:30:00+02:00,18.094999,20.859999,18.5,16.4,15.3,66.389999,51.959999,79.5,7,2.94
2019-10-17 10:45:00+02:00,17.965,20.885,18.5,16.219999,16.299999,66.849998,51.889999,82,9,2.916
2019-10-17 11:00:00+02:00,18.195,20.914999,18.5,16.5,16.299999,66.419998,51.799999,77,7,2.916
2019-10-17 11:15:00+02:00,18.174999,20.934999,18.5,16.4,17.299999,66.479996,51.77,72,7,2.964
2019-10-17 11:30:00+02:00,18.315001,21.025,18.5,16.619999,17.299999,66.18,51.860001,70,7,2.916
2019-10-17 11:45:00+02:00,18.9,21.094999,18.5,16.5,18.299999,62.52,51.369999,68,10,5.232
2019-10-17 12:00:00+02:00,19.25,21.094999,18.5,16.639999,18.299999,61.579998,50.879997,68,14,5.244
2019-10-17 12:15:00+02:00,19.529999,21.184999,18.5,16.92,19.299999,60.939999,50.439999,68,12,5.28
2019-10-17 12:30:00+02:00,19.15,21.295,18.5,16.379999,20.299999,61.869999,50.139999,66,13,5.28
2019-10-17 12:45:00+02:00,19.42,21.344999,18.5,17.039999,20.299999,62.309998,50.09,64,15,5.268
2019-10-17 13:00:00+02:00,19.309999,21.414999,18.5,16.9,22.299999,63.059998,50.09,64,12,5.28
2019-10-17 13:15:00+02:00,19.48,21.484999,18.5,16.82,23.299999,62.859997,50.23,64,14,5.262
2019-10-17 13:30:00+02:00,19.674999,21.564999,18.5,16.940001,23.299999,63.23,50.32,64,12,5.244
